code,code_type,description,code_id
92960,CPT,CARDIOVERSION-EXTERNAL,15061
86003,CPT,ALLERGEN- ADDL CPT 86003 #14,15062
82952,CPT,GTT ADDL CPT 82952 #3,15063
97110,CPT,"THERAPEUTIC EXERCISES, EA 15MI",15064
73020,CPT,SHOULDER LEFT SINGLE VIEW,15065
64408,CPT,"64408 INJ, ANES AGENT, VAGUS NERVE, FAC",15066
82575,CPT,CREATININE CLEARA,15067
29584,CPT,"APPLY MULTLAY COMPRESSION ARM/HAND, FAC",15068
86334,CPT,"IFE,PE,FLC ADDL CPT 86334",15069
99212,CPT,OFFICE/OP VISIT-LIMITED - FAC,15070
27788,CPT,"TREAT CL DIST FIB FX W MAN, FA",15071
73130,CPT,HAND RIGHT (MIN 3),15072
83632,CPT,HCS HUMAN CHORION,15073
85025,CPT,FS CBC W/AUTOMATED DIFF,15074
84305,CPT,INSULIN-LIKE GROWTH FACTOR,15075
11440,CPT,"REM OF SKIN LES, FACE TO 0.5 CM - FAC",15076
88185,CPT,"FLOW CYTOMETRY, EA ADDL MARKER FAC",15077
23350,CPT,"ARTHROGRAM, RIGHT SHOULDER INJ",15078
87481,CPT,"CANDIDA AURIS, SURVEILLANCE, QUAL PCR,",15079
76830,CPT,ULTRASOUND TRANSVAGINAL FAC,15080
80367,CPT,PROPOXYPHENE (DARVON) SERUM LEVEL,15081
97140,CPT,"MANUAL THERAPY TECH, 1 OR MORE EA 15 MIN",15082
64624,CPT,"RA OF GENICULAR NERVE, FAC",15083
52214,CPT,CYSTOCOPY AND TREATMENT FAC,15084
86611,CPT,BARTONELLA  AB ADDL CPT86611#3,15085
74290,CPT,"GALL BLADDER,ORAL",15086
36430,CPT,BLOOD ADMINISTRATION - PCU,15087
87798,CPT,"EHRLICHIA PROFILE, DNA PCR CPT 87798",15088
87623,CPT,PAP SMEAR REFLEX LOW RISK,15089
11402,CPT,EXC BEN LESION 1.1-2.0 TNK/ARM/LEG - FAC,15090
73725,CPT,MRA-LOWER RIGHT EXTRMITIES W/O CONT,15091
87209,CPT,OVA & PARASITES ADDL CPT 87209,15092
25270,CPT,"REPAIR TENDON/MUSC EXT,PRI,FAC",15093
86644,CPT,ARC CMV TYPING / UNIT,15094
42960,CPT,"CONTROL HEM OROPHARYNX,SIM,FAC",15095
95117,CPT,"IMMUNOTHERAPY, PRO",15096
24600,CPT,"TREAT CL ELBOW DIS,WO ANES,FAC",15097
84999,CPT,OVA1,15098
96423,CPT,"CHEMO,INF EA ADD HR INT ARTERY",15099
82010,CPT,BETA-HYDROXYBUTYRATE LEVEL,15100
82784,CPT,IMMUNOGLOBULIN IGD,15101
66999,CPT,"UNLISTED PROCEDURE, ANT SEG OF EYE, FAC",15102
83519,CPT,BOSTON HEART HDL MAP CH 1 CPT 83519,15103
29130,CPT,"APPLICATION OF FINGER SPLINT, FAC",15104
28192,CPT,"REMOVE FB FOOT, DEEP, FAC",15105
83036,CPT,"GLYCOHEMOGLOBIN (GHB), TOTAL",15106
27550,CPT,TREAT KNEE DISLOCATION FAC,15107
29540,CPT,"STRAPPING ANKLE (ANY AGE), FAC",15108
87653,CPT,GROUP B STREP AMPLIFIED PROBE,15109
24105,CPT,"EXCISION, OLECRANON BURSA, FAC",15110
87798,CPT,BORDETELLA PERTUSSIS CPT 87798,15111
84437,CPT,NB SCREEN-PKU/T4 ADDL CPT84437,15112
87015,CPT,CRYPTO/ISOSP ADDL CPT 87015,15113
12011,CPT,"REPAIR SUPF WOUND(S) FACE,EYEL <=2.5CM F",15114
86901,CPT,DLA TYPE RH 86901 (FOR EXPLODE),15115
52204,CPT,"CYSTOURETHROSCOPY W/ BX, FAC",15116
86079,CPT,"AUTHORIZE PROCEDURE DEV,FAC FE",15117
78014,CPT,NUC THYROID SCAN/UPTAKE (S),15118
28665,CPT,"CLTX INTERPHALANGEAL JT REQ ANES, FAC",15119
88141,CPT,PHYS READ PAP- FACILITY FEE,15120
96373,CPT,INJECTION INTRA-ARTERIAL,15121
83519,CPT,BOSTON HEART HDL MAP CH 3 CPT 83519 #3,15122
96401,CPT,"CHEMO,SC/IM INJECTION",15123
74160,CPT,CT ABDOMEN W/ CONTRAST,15124
96372,CPT,"THER, PROPH, DX INJ SUBQ/IM",15125
12045,CPT,"REP WOUND,NECK,INT,12.6-20.0,F",15126
72020,CPT,"SPINE, CERVICAL 1 VIEW",15127
11423,CPT,EXC BEN  LESION 2.1-3.0 SCLP/NECK/ FAC,15128
70482,CPT,CT ORBIT W/ AND W/O CONTRAST,15129
96523,CPT,IRREG DRUG DELIVERY DEVICE,15130
62290,CPT,INJ DISKOGRAM L-SPINE EACH LVL,15131
70546,CPT,MRV HEAD W AND W/O CONTRAST,15132
70200,CPT,"ORBITS, COMP (MIN 4)",15133
11720,CPT,"DEBRIDE NAIL 1-5, N2 FAC",15134
20612,CPT,ASPIRATION/INJ OF GANGLION CYST FAC,15135
12013,CPT,REPAIR SUPERFI WOUND(S) 2.6-5.0 CM FAC,15136
84311,CPT,"17-KETOGENIC STEROIDS,TOTAL",15137
94760,CPT,PULSE OX SPOT CHECK,15138
72120,CPT,"SPINE, LS BENDING ONLY (MIN4)",15139
86003,CPT,"ALLERGENS, INDIVIDUAL (RAST)",15140
29799,CPT,"CASTING/STRAPPING PROCEDURE, FAC",15141
86735,CPT,MMR IMMUNE PROFILE CPT 86735,15142
96374,CPT,"INJECTION INTRAVENOUS,INITIAL (VAS)",15143
70260,CPT,"SKULL, COMPLETE (MIN 4 VIEWS)",15144
12036,CPT,"REP WOUND,SCALP,INT,20.1-30, F",15145
93882,CPT,DUPLEX SCAN CAROTID LEFT UNILATERAL,15146
28230,CPT,"TENOTOMY OPN TNDN FLXR, FOOT, SEP, FAC",15147
73092,CPT,"EXTREMITY, LEFT UPPER INFANT (2)",15148
64530,CPT,"INJ,ANES AGENT, CELIAC PLEXUS,",15149
88274,CPT,FISH 25-99 CELLS,15150
99203,CPT,NEW OFFICE/OP VISIT INTER - FAC,15151
82306,CPT,"MM VIT D, 25-HYDROXY",15152
87081,CPT,GROUP B STREP AMPLIFIED PROB CPT 87081,15153
43246,CPT,"EGD PLACE GASTROSTOMY TUBE, FAC",15154
26720,CPT,TREAT FINGER FX EACH FAC,15155
24505,CPT,"TREAT CL HUMERUS SHFT FX W,FAC",15156
51701,CPT,"INSERT STRAIGHT OR MINI CATH,F",15157
92591,CPT,"HEARING AID EXAM BOTH EARS,PRO",15158
70480,CPT,CT ORBITS W/O CONTRAST,15159
11750,CPT,EXC NAIL/NAIL MATRIX FAC,15160
88312,CPT,SILVER STAIN LABCORP,15161
86255,CPT,PARANEOPLASTIC PROFILE 1 86255,15162
94644,CPT,"CONT NEB AIRWAY 1ST HR,FAC",15163
83090,CPT,BOSTON HEART HOMOCYSTEINE CPT 83090,15164
23625,CPT,REPAIR HUMERUS FRACTURE FAC,15165
84155,CPT,PROT ELP SERUM ADDL CPT 84155,15166
74301,CPT,"CHOLANGIOGRAM, ADDTL SET OF FI",15167
11719,CPT,"11719 TRIM NON DYSTR NAILS, N2",15168
36556,CPT,"CENTRAL VENOUS CATH BEDSIDE, FAC",15169
29505,CPT,"APPLY LONG LEG SPLINT, FAC",15170
84560,CPT,URIC ACID 24H URINE,15171
72196,CPT,MRI-PELVIS WITH CONTRAST,15172
26775,CPT,"TREAT CL INTERPHA DISLOC,ANES,",15173
31500,CPT,"INTUBATION ENDOTRACH BEDSIDE, FAC",15174
20225,CPT,BIOPSY BONE TROCAR/NEEDLE DEEP,15175
29131,CPT,"FINGER SPLINT, DYNAMIC, FAC",15176
86376,CPT,ANTIMICROSOMAL AB,15177
70220,CPT,"SINUSES,COMPLETE 3V",15178
61070,CPT,BRAIN CANAL SHUNT PROCEDURE FAC,15179
50020,CPT,DRAIN PERIRENAL OR RENAL ABSCESS,15180
73551,CPT,"FEMUR 1 VIEW, FAC",15181
36593,CPT,"DECLOT IMPLANTED DEVICE/ CATH,",15182
78801,CPT,NUC RADIOPHAR LOC TUMOR MULTIPLE,15183
71100,CPT,RIBS RIGHT UNILATERAL,15184
73000,CPT,CLAVICLE COMPLETE FAC,15185
82784,CPT,IGG INDEX + SYNTHESES RATE 82784,15186
15275,CPT,SKIN SUB GRAFT FACE/NK/HF/G FAC,15187
80185,CPT,DILANTIN-DIPHENYL,15188
92960,CPT,"CARDIOVERSION ELECTIVE EXT, FAC",15189
38221,CPT,"BIOPSY,BONE MARROW,NEEDLE,FAC",15190
83695,CPT,BOSTON HEART LP(A) CPT 83695,15191
86335,CPT,BENCE JONES ADDL CPT 86335,15192
27650,CPT,"REPAIR OP RUPT ACHILLES TEND,FAC",15193
95909,CPT,NERVE CONDUCTIION STUDIES 5-6 STUDIES PR,15194
96420,CPT,"CHEMO,PUSH INTRA-ARTERIAL",15195
29405,CPT,"APPLY SHORT LEG CAST, FAC",15196
83883,CPT,NASH/HCV FIBROSURE ADDL CPT 83883,15197
88305,CPT,SINGLE COMP OR MULTI UNCOMP,15198
51703,CPT,"INSERT BLADDER CATH COMPLEX,FAC",15199
11900,CPT,"11900 INJ INTRALESIONAL, 7 OR <,FAC",15200
82627,CPT,HIRSUTISM PROFILE 82627,15201
86977,CPT,ARC-INHIBITION OF SERUM,15202
73070,CPT,"XRAY ELBOW, FAC",15203
81510,CPT,"AFP EXTRA, MATERNAL TRIPLE SCREEN",15204
26011,CPT,"DRAIN FINGER ABSCESS,COMP, FAC",15205
72198,CPT,MRV PELVIS W/ & W/O CONTRAST,15206
84484,CPT,"TROPONIN,QUANT",15207
83701,CPT,LIPOPROTEIN PLUS 3 CPT 83701 #2,15208
97124,CPT,MASSAGE THERAPEUTIC PROC.15MIN,15209
62282,CPT,"INJ/INF NEUROLYTIC,LUMBAR,FAC",15210
80183,CPT,"OXCARBAZEPINE, SERUM",15211
94060,CPT,SPIROMETRY PRE/POST BRONCHDILA,15212
46083,CPT,INCISE EXTERNAL HEMMRHOID - FAC,15213
87149,CPT,BLOOD CULTURE ID CPT 87149#10,15214
90713,CPT,"POLIOVIRUS,IPOL VACCINE (PVB)",15215
55100,CPT,"DRAINAGE OF SCROTUM ABCESS, FAC",15216
62284,CPT,"INJ MYELOGRAPHY/CAT, SPINAL, F",15217
24576,CPT,"TREAT CL CON HUM FX WO MAN,FAC",15218
29200,CPT,"STRAPPING, THORAX, FAC",15219
25111,CPT,REMOVE WRIST TENDON LESION FAC,15220
40652,CPT,"REPAIR LIP,TO 1/2 VERTICAL HT,",15221
73218,CPT,"MRI-UPPER RIGHT EXT,NOT JOINT,W/O CONTR",15222
29125,CPT,"APPLY SHORT ARM SPLINT, FAC",15223
43762,CPT,"CHANGE GASTROSTOMY TUBE,FAC",15224
86870,CPT,ARC-ANTIBODY ID PANEL/TECHNIQ,15225
25535,CPT,"TREAT CL ULNAR SHAFT FX, W, FA",15226
26600,CPT,"TREAT METACARPAL FX EA,WO, FAC",15227
86003,CPT,F079 IGE GLUTEN,15228
88280,CPT,CHROM ANALY/AFP ADDL CPT 88280,15229
20605,CPT,"ARTHOCENTESIS, ASP&/OR INT JOINT/LEG-FAC",15230
72126,CPT,CT C-SPINE W/ CONTRAST,15231
24670,CPT,"TREAT CL ULNA FX,PROX W/O,FAC",15232
86140,CPT,"FS CRP, INFLAMATION (vv)",15233
72170,CPT,PELVIS 1 OR 2 VIEWS FAC,15234
78258,CPT,NUC ESOPHAGEAL MITILITY,15235
80192,CPT,PROCAINAMIDE,15236
80307,CPT,"FENTANYL, URINE SCR",15237
87522,CPT,"HCV ,RNA BY PCR,QUANT",15238
58100,CPT,"ENDOMETRIAL BIX W/O CERV DIL BEDSIDE, FA",15239
76817,CPT,U/S PREGNANT UTERUS TRANSVAG FAC,15240
97550,CPT,CAREGIVER TRAINING 1ST 30 MIN,15241
93925,CPT,DUPLEX SCAN ART LOWER EXT BIL,15242
52317,CPT,"LITHOPLAXY, SM, FAC",15243
17000,CPT,"DESTRUCT BENIGN SKIN LES,1ST,F",15244
64644,CPT,CHEMODENERV 1 EXTREM 5/> MUS FAC,15245
76819,CPT,ULTRASOUND BIOPHYSICAL PROF W/O NST,15246
86003,CPT,ALLERGEN- ADDL CPT 86003 #2,15247
12032,CPT,"REP INTERM SCA,AXIL,EXTR WND 2.6-7.5 FAC",15248
73020,CPT,SHOULDER 1 VIEW FAC,15249
90710,CPT,MMRV VACCINE-PROQUAD,15250
71045,CPT,"CHEST, DECUBITUS",15251
82150,CPT,"AMYLASE, SERUM OR URINE",15252
86334,CPT,"IMMUNOFIXATION, SERUM 86334",15253
70546,CPT,MRA HEAD W AND W/O CONT,15254
74019,CPT,"ABDOMEN, MULTIPLE FILMS",15255
87491,CPT,CHLAMYDIA ANTIGEN,15256
86922,CPT,CROSSMATCH,15257
13122,CPT,REPAIR WND COMPL SCLP/ARM/LEG EA ADD 5CM,15258
33212,CPT,INS/REP PACEMAKER PULSE GENER SING,15259
81420,CPT,MATERNIT21 PLUS,15260
76881,CPT,ULTRASOUND RIGHT EXTREM - COMPLETE,15261
93350,CPT,DOBUTAMINE STRESS ECHO,15262
57500,CPT,"BIOPSY CERVIX/LOCAL EXC LESION,FAC",15263
57170,CPT,DIAPHRAGM / CERVICAL CAP FITTING FAC,15264
92002,CPT,"EYE EXAM NEW PATIENT, FAC",15265
94150,CPT,INCHECK DIAL - VITAL CAPACITY TEST,15266
11310,CPT,"SHAVE SKIN LESION,FACE,EYE,LIP <=0.5-FAC",15267
36598,CPT,INTERVENTIONAL RADIOLOGY 36598,15268
64616,CPT,64616 CHEMODENERV MUSC NECK DYSTON FAC,15269
87427,CPT,COMP STOOL CULT CPT 87427 (do not use),15270
87102,CPT,"FUNGAL CULTURE,SOURCE NOT BLD,SK,H,NLS",15271
66984,CPT,"XPACL CTRC RMVL INSJ IO CPLX WO ECP, FAC",15272
94664,CPT,"INITIAL DEMO/EVAL(MDI,HHN,IPPB",15273
86696,CPT,HERPES SIMPLEX VIRUS I/II IGG CPT 86696,15274
72220,CPT,SACRUM AND COCCYX (MIN 2),15275
51610,CPT,INJ RETROGRADE  URETHROGYSTOGR,15276
82306,CPT,"ROTARY VIT D, 25-HYDROXY",15277
11750,CPT,"EXC NAIL/NAIL MATRIX, FAC",15278
13102,CPT,REPAIR WOUND TRUNK COMPL EA ADDL =<5CM,15279
26010,CPT,"DRAINAGE OF FINGER ABSCESS, SIMPLE FAC",15280
38220,CPT,"ASPIRATION BONE MARROW, FAC",15281
54160,CPT,"CIRCUMCISION NEWBORN,FAC",15282
90717,CPT,YELLOW FEVER VACCINE (YF-VAX),15283
29580,CPT,STRAPPING; UNNA BOOT,15284
83874,CPT,"MYOGLOBIN QUANTITATIVE, SERUM",15285
28039,CPT,"EXC FOOT/TOE TUMOR SC > 1.5CM, FAC",15286
74415,CPT,"IVP, INFUSION DRIP",15287
87804,CPT,INFLUENZA SWAB (PVB),15288
69420,CPT,"MYRINGOTOMY INC ASP EUST,FAC",15289
11644,CPT,EXC OF MALIG LESION FACE 3.0-4.0CM FAC,15290
92593,CPT,"HEARING AID CHECK BOTH EARS, PRO",15291
86618,CPT,FS LYME ANTIBODIES W/ REFLEX,15292
78452,CPT,NUC DOBUTAMINE SPECT CARDIAC,15293
26735,CPT,"TREAT OP PHAL SHAFT FX,W,FAC",15294
82009,CPT,"ACETONE SERUM,QUAL",15295
92250,CPT,"EYE EXAM W PHOTO OF RETINA, FAC",15296
84165,CPT,PROTEIN ELP SERUM CPT 84165,15297
82784,CPT,IMMUNOGLOB ADDL CPT 82784 #2,15298
51700,CPT,"BLADDER IRRIGATION, LAVAGE INSTILLATION",15299
86580,CPT,"TUBERCULOSIS, SKIN TEST",15300
86753,CPT,BABSIA MICROTI AB IGG & IGM,15301
93005,CPT,ELECTROCARDIAGRAM TRACING PRO,15302
82533,CPT,"CORTISOL SERUM,TOTAL",15303
90471,CPT,HEPATITIS A VAC ADMIN (GERI PSYCH),15304
30000,CPT,"DRAIN ABSCESS, NASAL, FAC",15305
87081,CPT,"CULTURE, THROAT-STREP SCREEN DM",15306
78226,CPT,HIDA-GALLBALDDER W/O EJECT. FRACTION,15307
86317,CPT,RABIES END POINT TITER,15308
80162,CPT,DIGOXIN,15309
11441,CPT,"LESION DIAMETER 0.6 - 1.0 CM,",15310
73206,CPT,"CT ANGIO UPPER EXTREMITY, RIGHT",15311
90471,CPT,HEPATITIS A VAC ADMIN (ICU),15312
64585,CPT,"64585 REV/REM PERIPHERAL NEUROST, FAC",15313
87184,CPT,NEGATIVE KIRBY BAUER SENSITIVITY,15314
73630,CPT,"FOOT COMP MIN 3 VIEWS, FAC",15315
67966,CPT,"EXC & REP EYELID 1/4 MARGIN, FAC",15316
83825,CPT,"MERCURY,QUANT",15317
90680,CPT,"ROTAVIRUS VAC 3 DOSE, ORAL",15318
87254,CPT,"VIRAL CULTURE, GENERAL CPT 87254 #2",15319
97803,CPT,97803 NUTRIT REASSESS INDV PER 15 (TEL),15320
99285,CPT,LEVEL V OB,15321
80348,CPT,BUPRENORPHINE CONFIRMATION,15322
36584,CPT,REPLACE PICC LINE INCLUDE IMAGE OR FAC,15323
24620,CPT,TREATMENT OF ELBOW FRACTURE FAC,15324
88285,CPT,CHROM ANLY/AFP ADDL CPT 88285,15325
99212,CPT,"EST PM LEVEL II, FAC",15326
90471,CPT,HEPATITIS  A  VAC  ADMIN (CDU),15327
99283,CPT,"E&M 3 EXPANDED,FAC",15328
86735,CPT,"MUMPS ANTIBODY, IGM",15329
90681,CPT,"ROTAVIRUS VAC 2 DOSE, ORAL",15330
20610,CPT,"20610 ARTHROCENTESIS, MAJOR JT, FAC",15331
87110,CPT,CHLAMYDIA CULT ADDL CPT 87110,15332
17250,CPT,CHEMICAL CAUTERIZATION FAC,15333
84450,CPT,AST (SGOT),15334
84703,CPT,"PREGNANCY,HCG SERUM,QUAL",15335
90935,CPT,"HEMODIALYSIS ACUTE ONE EVAL, N2 FAC",15336
78816,CPT,"PET SCAN-MELANOMA,SUBSEQ",15337
73221,CPT,MRI-ELBOW LEFT W/O CONTRAST,15338
82106,CPT,CHROM ANALY/AFT ADDL CPT 82106,15339
66761,CPT,"REVISION OF IRIS, FAC",15340
76706,CPT,ULTRASOUND-AORTA SCREENING,15341
95860,CPT,EMG 1 EXTREMITIES PRO,15342
13101,CPT,REPAIR WOUND TRUNK COMPL 2.6-7.5 CM FAC,15343
71550,CPT,MRI-CHEST W/O CONTRAST,15344
77071,CPT,MANUAL APPL STRESS PFRMD PHYS/QHP JOINT,15345
83632,CPT,HUMAN PLACENTAL LACTOGEN,15346
80161,CPT,CARBAMAZEPINE METABOLITE,15347
82043,CPT,"MICROALBUMIN RANDOM URINE,QUAN",15348
87205,CPT,"WBC SMEAR, FECAL OR OTHER",15349
80375,CPT,GOLD (MYOCHRYSINE),15350
83718,CPT,BOSTON HEART HDL CPT 83718,15351
62320,CPT,"INJ,SING,DIAG/THER SUB C-SPINE",15352
83701,CPT,LIPOPROTEIN PLUS 3 CPT 83701,15353
82040,CPT,IGG INDEX + SYNTHESES RATE 82040,15354
50684,CPT,INJ URETEROGRAPHY,15355
87635,CPT,SARS-COV-2 (COVID-19 AMP) PCR,15356
77417,CPT,PORT FILMS - 77417 T,15357
87149,CPT,BLOOD CULTURE ID CPT 87149#4,15358
12041,CPT,REP INTER WND NECK/HAND/FEET =<2.5CM FAC,15359
83701,CPT,BOSTON HEART HDL MAP CH 6 CPT 83701,15360
81256,CPT,HEREDITARY HEMOCHROMATOSIS (HFE),15361
73600,CPT,ANKLE RIGHT 2 VIEWS,15362
82677,CPT,ESTRIOL SERUM,15363
86671,CPT,SACCHAROMYCES PROFILE (ASCA) CPT 86671,15364
86037,CPT,ANCA CPT 86037  #2,15365
64447,CPT,"FEMORAL NERVE BLOCK,INJ,FAC",15366
86003,CPT,ALLERGEN- ADDL CPT 86003 #9,15367
83655,CPT,"LEAD, PEDIATRIC",15368
36584,CPT,REPLACE PICC LINE INCLUDE IMAGE 2NMS FAC,15369
72146,CPT,MRI-THORACIC SPINE W/O CONTRAST,15370
92544,CPT,OPTOKINETIC NYSTAGMUS TEST FAC,15371
96369,CPT,SUBCUTANEOUS INFUSION INITIAL HR W PUMP,15372
97116,CPT,"GAIT TRAINING EA 15,1 OR MORE",15373
76930,CPT,ULTRASOUND GUIDNC PERICARDIOCEN,15374
86706,CPT,HEPATITIS B SURFACE AB 86706 #2,15375
86665,CPT,EPSTEIN AB ADDL CPT 86665,15376
73085,CPT,ARTHROGRAPHY- LEFT ELBOW,15377
90937,CPT,"HEMODIALYSIS ACUTE REPEAT EVAL, N2 FAC",15378
86255,CPT,PARANEOPLASTIC PROFILE 1 86255#2,15379
74330,CPT,ERCP COMBINED BILIARY/PANCREAT,15380
76856,CPT,ULTRASOUND PELVIC,15381
73202,CPT,CT UPPER LEFT EXTRMITY W/ & W/O CONTRAST,15382
82775,CPT,GALAC-1-PHOSPHATE URIDYLTRANSFERASE,15383
59051,CPT,FETAL MONITOR/INTERPRET ONLY PRO,15384
87807,CPT,QUICK RSV (PVB),15385
81050,CPT,VOL.MEASUREMENT 24HR URINE,15386
85027,CPT,CBC W/MAN DIFF ADDL CPT 85027,15387
86789,CPT,WEST NILE TITER ADDL CPT 86789,15388
11901,CPT,"INJ, INTRALESIONAL, 7+ LESIONS",15389
23620,CPT,"TREAT CL GR TUBER FX,W/O MAN,F",15390
36140,CPT,"INTRO NEEDLE/INTRACATH,EXTREMI",15391
20680,CPT,"RMVL IMPLANT, DEEP, FAC",15392
75563,CPT,MRI-CARDIAC MORPH W/STR W/O/W CONT,15393
11901,CPT,"11901 INJ INTRALESIONAL, 7+ LESIONS, FAC",15394
70481,CPT,CT TEMPORAL BONES W/CONTRAST,15395
80061,CPT,DLA LIPID PANEL,15396
29515,CPT,"APPLICATION OF SHORT LEG SPLINT, FAC",15397
83002,CPT,LH (INHOUSE),15398
27197,CPT,CLSD TX PELVIC RING FX FAC,15399
27648,CPT,"ARTHROGRAM, ANKLE INJ",15400
82261,CPT,NB SCREEN-PKU/T4 ADDL CPT 82261,15401
56420,CPT,DRAIN GLAND/BARTHOLIN'S ABSCESS FAC,15402
73562,CPT,"KNEE 3 VIEWS, FAC",15403
70460,CPT,CT BRAIN W/CONTRAST,15404
49465,CPT,CONTRAST EXAM OF G/COLON TUBE,15405
66821,CPT,"POST CATARACT LASER SURGERY, FAC",15406
28400,CPT,"TREAT CL CALCANUS FX WO MAN,FA",15407
10080,CPT,"DRAINAGE OF PILONIDAL CYST, SIMP FAC",15408
83550,CPT,ROTARY IRON BINDING CAP,15409
73718,CPT,"MRI-LRW RIGHT EXT,NOT JOINT,W/O CONT",15410
20550,CPT,"20550 INJ TENDON SHEATH/LIG/CYST,FAC",15411
99491,CPT,CHRON CARE MGMT SERV 30 MIN FAC,15412
82172,CPT,NASH/HCV FIBROSURE ADDL CPT 82172,15413
73225,CPT,MRA-UPPER LEFT EXT W/O CONTRAST,15414
84702,CPT,H.C.G. QUANTATIVE,15415
28510,CPT,TREATMENT OF TOE FX FAC,15416
87536,CPT,HIV VIRAL LOAD,15417
86336,CPT,AFP TETRA ADDL CPT 86336,15418
36680,CPT,"PLACE NEEDLE INTRAOSSEOUS,FAC",15419
10180,CPT,"I & D/COMP POST OP WOUND INF, FAC",15420
73223,CPT,"MRI-UPPER LEFT EXT,ANY JOINT, W/O/W CONT",15421
51720,CPT,"BLADDER INSTILLATION ANTICAR, FAC",15422
84166,CPT,PROT ELP URINE ADDL CPT 84166,15423
82930,CPT,GASTRIC ANAYLSIS,15424
65285,CPT,"REPAIR LACERATION CORNEAL, FAC",15425
95992,CPT,CANALITH REPOSITIONING,15426
73700,CPT,CT LOWER RIGHT EXTREMITY W/O CONTRAST,15427
52352,CPT,"CYSTO, W URETERSCOPY W RMVL STONES, FAC",15428
86615,CPT,"BORDETELLA PERTUSSIS ABS, IgG",15429
29580,CPT,"APPLY UNNA BOOT, FAC",15430
90633,CPT,HEP A C VACCINE PED/ADOL 2 DS,15431
78451,CPT,NUC STRESS CARDIAC PERFUSION,15432
20600,CPT,"ARTHOCENTESIS, ASP&/OR INJ SM JOINT-FAC",15433
49440,CPT,"INSERT G-TUBE,PERCUT, FAC",15434
82330,CPT,IONIZED CALCIUM-SERUM,15435
85245,CPT,VW RISTOCETIN COFACTOR,15436
83663,CPT,FETAL LUNG MATURITY II,15437
80175,CPT,LAMICTAL (LAMOTRIGINE) LEVEL,15438
75822,CPT,VENOGRAM BILATERAL,15439
36556,CPT,CENTRAL LINE INSERTION BEDSIDE ICU,15440
82300,CPT,HEAVY METAL 82300,15441
75825,CPT,"VENOGRAPHY, INFERIOR VENA CAVA",15442
92626,CPT,"EVAL OF AUDITORY REHAB STATUS, FIRST HR",15443
90698,CPT,"PENTACEL,  DTAP-IPV-HIB (PENTACEL) VAC",15444
52601,CPT,"TURP, FAC",15445
20500,CPT,"INJECT SINUS TRACT, THER,FAC",15446
97598,CPT,SELECTIVE DEBRIDEMENT>20 SQ CM,15447
27603,CPT,I&D LEG OR ANKLE DEEP ABCESS OR HEMA FAC,15448
80375,CPT,"SYMPATHOMIMETICS, TOX UR CHILD 80375",15449
84138,CPT,PREGNANETRIOL,15450
11443,CPT,"REM OF SKIN LES, FACE 2.1-3.0CM - FAC",15451
11983,CPT,"REMOVE/RE-INSERT DRUG IMPLANT, FAC",15452
86757,CPT,FEBRILE ANTIBODY 86757#4,15453
93306,CPT,ECHO W/DOPP/COLOFLOW (2D MODE),15454
12055,CPT,"REP WOUND FACE,INT,12.6 - 20.0",15455
83876,CPT,BOSTON HEART MPO CPT 83876,15456
90656,CPT,INFLUENZA >6MNTH TRIVALENT PF 0.5ML  BFC,15457
29705,CPT,"REMOVE/BIVALVE ARM/LEG CAST,FA",15458
76775,CPT,"US EXAM ABDO BACK WALL LIM, FAC",15459
81511,CPT,"AFP TETRA, MATERNAL QUAD SCREEN",15460
33011,CPT,PERICARDIOCENTESIS SUBSEQUENT,15461
31628,CPT,"BIOPSY LOBE OF LUNG, ENDOSCOPE, 1 LOBE",15462
32554,CPT,THORACENT W/O IMAGING FAC BEDSIDE ICU,15463
80307,CPT,"DARVON,PROPOXYPHENE SCR URINE",15464
64405,CPT,"INJ ANES AGENT, GRTR OCC, FAC",15465
73564,CPT,"KNEE, RIGHT COMP (MIN 4 VIEW)",15466
27250,CPT,"TREAT CL HIP DISLOC TRAUM,WOA,",15467
86765,CPT,MMR TITER ADDL CPT 86765,15468
76705,CPT,ULTRASOUND GB BILARY SYS/PANCREAS,15469
27786,CPT,"TREAT CL DIST FIB FX WO MAN, F",15470
80346,CPT,DIAZEPAM (VALIUM) LEVEL,15471
82533,CPT,"CORTISOL, SALIVARY # 2 SPECIMEN- 82533#2",15472
64483,CPT,"64483 INJ,ANES AGENT, TRANS EPI, L/S FAC",15473
27360,CPT,"PRTL EXC BONE FEMUR, PROX TIBIA/FIB,FAC",15474
85305,CPT,PROTEIN S ANTIGEN,15475
36584,CPT,REPLACE PICC LINE INCLUDE IMAGE ICU FAC,15476
92567,CPT,"TYMPANOMETRY, PRO",15477
96374,CPT,"INJECTIION INTRAVENOUS,INITIAL",15478
86901,CPT,TYPE/RH ADDL CPT 86901,15479
33210,CPT,"INSERT TEMPORARY PACEMAKER,FAC",15480
90714,CPT,TD TETANUS INJ,15481
77065,CPT,MAMMO DIGITAL DIAG LEFT UNIL,15482
25560,CPT,TREAT FRACTURE OF ULNA & RADIUS FAC,15483
31575,CPT,"LARYNGOSCOPY FLEX FIBER/DIAG,P",15484
67916,CPT,"REPAIR OF ECTROPION, EXCSN TRSL WDG, FAC",15485
19081,CPT,"STEREOTACTIC BREAST BX 1ST LES LEFT, FAC",15486
20670,CPT,"REMOVAL OF SUPPORT, FAC",15487
